numero_de_inscripcion|numero_de_inscripcion_antiguo|seccion|nombre|nombre_generico|fecha_de_inscripcion|tipo_de_entidad|confesion|subconfesion|ambito|domicilio|poblacion|provincia|codigo_postal|comunidad_autonoma|correo_electonico|web|representantes_legales|federaciones
000640|230-SE/F|Sección Especial (Fundaciones)|FUNDACION CENTROS CATOLICOS DE CULTURA POPULAR Y DESARROLLO DE ADULTOS||20021120|FUNDACIÓN||||ALFONSO XI, 4, 6º D|MADRID|MADRID|00000|MADRID|||Ascensión RICO PITARCH,Carlos ESCRIBANO SUBIAS,Inés NAVAZO MARTIN,Lourdes AZORIN ORTEGA,Margarita BELTRAN CUESTA,María José MIGUEL ORTEGA,Ricardo LOY MADERA|
000997|379-SE/F|Sección Especial (Fundaciones)|FUNDACION CENTROS DE ORIENTACION FAMILIAR DE LA ARCHIDIOCESIS DE TOLEDO||20130219|FUNDACIÓN||||ARCO DE PALACIO, 3|TOLEDO|TOLEDO|00000|CASTILLA LA MANCHA|||BRAULIO RODRIGUEZ PLAZA,ENRIQUE MELLADO GARCÍA SUELTO,MIGUEL GARRIGOS DOMINGUEZ|
000958|362-SE/F|Sección Especial (Fundaciones)|FUNDACION CHANTRE DR. D. ANDRES RIVERA||20120503|FUNDACIÓN||||LUIS FONTES PAGAN, 7|MURCIA|MURCIA|00000|MURCIA|||CLEMENTE-LUCIO GUIRAO LOPEZ,DOMINGO GARRE MARTINEZ,FAUSTINO FERNANDEZ MOLINA,MIGUEL ANGEL CARCELES CARCELES|
001054|393-SE/F|Sección Especial (Fundaciones)|FUNDACION CLARISAS DE LA DIVINA PROVIDENCIA DE VILANOVA I LA GELTRU||20140128|FUNDACIÓN||||PROVIDENCIA, 1|VILANOVA I LA GELTRU|BARCELONA|00000|CATALUÑA|||EDUARD CASAS SOLER,MARIA CARMEN CARRERAS MESTRE,MARIA LOURDES BARBERA CAMPILLO,MARIA PURIFICACION SANTAMARIA IZQUIERDO,ROSA MARIA ALBA MAÑE|
000772|280-SE/F|Sección Especial (Fundaciones)|FUNDACION COF GETAFE CENTRO DE ORIENTACION Y AYUDA A LA FAMILIA Y A LA VIDA||20060330|FUNDACIÓN||||ALMENDRO, 4|GETAFE|MADRID|00000|MADRID|||JOSE JAVIER ROMERA MARTINEZ|
000846|313-SE/F|Sección Especial (Fundaciones)|FUNDACION COF-DIOCESIS DE PALENCIA, CENTRO DE ORIENTACION Y AYUDA A LA FAMILIA Y A LA VIDA||20081017|FUNDACIÓN||||DIEGO LAINEZ, 6|PALENCIA|PALENCIA|00000|CASTILLA LEON|||BEGOÑA RUIZ PEREDA,CESAR GARCIA GUTIERREZ,FERNANDO PLAZA VALLEJO,JAVIER IBAÑEZ FERNANDEZ,JOSE-IGNACIO MUNILLA AGUIRRE|
000869|323-SE/F|Sección Especial (Fundaciones)|FUNDACION COF-VALLADOLID||20090929|FUNDACIÓN||||SAN JUAN DE DIOS, 5|VALLADOLID|VALLADOLID|00000|CASTILLA LEON|||BRAULIO RODRIGUEZ PLAZA,FELIX LOPEZ ZARZUELO,FERNANDO ADOLFO TEJERINA GAITE,JESUS FERNANDEZ LUBIANO,MARIA DEL CARMEN RODRIGUEZ MEDINA,MARIA NIEVES GONZALEZ RICO|
000057|19-SE/F|Sección Especial (Fundaciones)|FUNDACION COL.LEGIS LLISACH||19861113|FUNDACIÓN||||FIRA, 26|SANTPEDOR|BARCELONA|00000|CATALUÑA|||ROMA CASANOVA I CASANOVA|
000558|201-SE/F|Sección Especial (Fundaciones)|FUNDACION COLEGIO DE LA PRESENTACION DE LA BIENAVENTURADA VIRGEN MARIA EN EL TEMPLO Y SANTO TOMAS DE VILLANUEVA||20000915|FUNDACIÓN||||PINTOR SOROLLA, 15 B|VALENCIA|VALENCIA|00000|COMUNIDAD VALENCIANA|||Carlos OSORO SIERRA|
000307|110-SE/F|Sección Especial (Fundaciones)|FUNDACION COLEGIO JOVENADO NUESTRA SEÑORA DEL ESPINO||19921215|FUNDACIÓN||||MANUEL SILVELA, 14|MADRID|MADRID|00000|MADRID|economoprovincial@cssr.es||José Luis BARTOLOME MADRID,Juan Carlos ARIAS GONZALEZ,Rafael ALONSO CRESPO|
000078|27-SE/F|Sección Especial (Fundaciones)|FUNDACION COLEGIO MAYOR EL SALVADOR||19870325|FUNDACIÓN||||ALONSO DE OJEDA, 15-17|SALAMANCA|SALAMANCA|00000|CASTILLA LEON|||MAXIMINO ROMERO DE LEMA|
000860|319-SE/F|Sección Especial (Fundaciones)|FUNDACION COMPOSTELA CLARET||20090327|FUNDACIÓN||||CLARA DEL REY, 6|MADRID|MADRID|00000|MADRID|||ADOLFO LAMATA MUYO,BASILIO MONTAÑANA LOPEZ,JOSE DOMINGO PEREZ DOMINGUEZ,JUAN JOSE RAYA ARAQUE,MANUEL ALFREDO TAMARGO RODRIGUEZ,MIGUEL ANGEL NIÑO DE LA FUENTE|
000011|4-SE/F|Sección Especial (Fundaciones)|FUNDACION COSME Y HERNANDEZ||19850909|FUNDACIÓN||||ZAMORA, 18|SALAMANCA|SALAMANCA|00000|CASTILLA LEON|||LAMBERTO DE ECHEVARRIA MARTINEZ DE MARIGORTA|
022955||Sección Especial (Fundaciones)|FUNDACION CRISTO AMARRADO A LA COLUMNA DE MURCIA||20160406|FUNDACIÓN||||San Anton, 14|JUMILLA|MURCIA|30520|MURCIA|||Jorge Trinidad OLIVA MARTINEZ,Josefa ABELLAN OLIVARES,José Antonio GARCIA LOPEZ,Juana María TOMAS GARCIA,Manuel  FRAILE CALVO,Miguel  GIL VERA,Pedro GARCIA SIMON|
000213|76-SE/F|Sección Especial (Fundaciones)|FUNDACION CULTURA RELIGIOSA||19900506|FUNDACIÓN||||DURAN Y BAS, 9, 1º|BARCELONA|BARCELONA|00000|CATALUÑA|||ANGEL FABREGA GRAU|
000761|276-SE/F|Sección Especial (Fundaciones)|FUNDACION CULTURA Y VIDA||20051223|FUNDACIÓN||||GOBERNADOR BERMUDEZ DE CASTRO, 8|CASTELLON|CASTELLON|00000|COMUNIDAD VALENCIANA|||JOSE RAMON PAMIES BOERA|
000878|327-SE/F|Sección Especial (Fundaciones)|FUNDACION DE ARTE SACRO GUILLERMO TABOADA VAZQUEZ PARROCO DE SANTA MARIA DE OLEIROS||20091223|FUNDACIÓN||||AVDA. DE LA REPUBLICA DE URUGUAY, 7|OLEIROS|LA CORUÑA|00000|GALICIA|||GUILLERMO TABOADA VAZQUEZ,JOSE LAGARES CONCHADO,RAFAEL GONZALEZ-VILLALOBOS BERGAMO|
000900|336-SE/F|Sección Especial (Fundaciones)|FUNDACION DE ESCUELAS DIOCESANAS Y PARROQUIALES||20100524|FUNDACIÓN||||VINYALS, 47-49|TERRASSA|BARCELONA|00000|CATALUÑA|||FIDEL CATALAN CATALAN,JOAN CARLES MONTSERRAT PULIDO,JOSEP ANGEL SAIZ MENESES,ROSARIO ALVAREZ GONZALEZ,SALVADOR CRISTAU COLL|
000036|11-SE/F|Sección Especial (Fundaciones)|FUNDACION DE NUESTRA SEÑORA DEL ROSARIO DE DON MARIANO BEJARANO||19860620|FUNDACIÓN||||ARCO DE PALACIO, 3     (Parroquia de Navahermosa)|TOLEDO|TOLEDO|00000|CASTILLA LA MANCHA|||HILARIO VELAZQUEZ FERNANDEZ|
001064|397-SE/F|Sección Especial (Fundaciones)|FUNDACION DIOCESANA DE CENTROS DE ORIENTACION FAMILIAR DE SEVILLA "MARIA REINA DE LA FAMILIA"||20140507|FUNDACIÓN||||PLAZA VIRGEN DE LOS REYES, S/N|SEVILLA|SEVILLA|41004|ANDALUCIA|||BEATRIZ MELGUIZO HERNANDO,DAVID SANCHEZ MARTINEZ,FRANCISCO REBOLLO HIDALGO,FRANCISCO JAVIER GODOY FERNANDEZ,ISABEL MARIA PEREZ SANCHEZ,JUAN GARCIA MURILLO,JUAN JOSE ASENJO PELEGRINA,JUAN MANUEL GRANADO BELLIDO,LUISA MARIA FERNANDEZ MORA,MARIA DEL MAR PINO LEON,MARIA DOLORES SANCHEZ-CAMPA DURAN,MARIO JORGE GONZALEZ MARTINEZ,MONTSERRAT CLARES CABEZUELO,SANTIAGO GOMEZ SIERRA|
000977|371-SE/F|Sección Especial (Fundaciones)|FUNDACION DIOCESANA DE ENSEÑANZA SANTOS MARTIRES DE CORDOBA||20121112|FUNDACIÓN||||TORRIJOS, 12|CORDOBA|CÓRDOBA|00000|ANDALUCIA|||DEMETRIO FERNANDEZ GONZALEZ,FRANCISCO JESUS OROZCO MENGIBAR,JOAQUIN ALBERTO NIEVA GARCIA,JOSE JUAN JIMENEZ GÜETO,JOSE RAFAEL RICH RUIZ,MARIA CARBONELL PERALBO,SANTIAGO GONGORA ALVAREZ|
000428|155-SE/F|Sección Especial (Fundaciones)|FUNDACION DIOCESANA DE ENSEÑANZA VICTORIA DIEZ DE SEVILLA||19980504|FUNDACIÓN||||PLAZA VIRGEN DE LOS REYES, S/N|SEVILLA|SEVILLA|41004|ANDALUCIA|||Alberto BENITO PEREGRINA,Antonio MACIAS JAEN,Israel RISQUET GONZALEZ,José Luis del RIO OCAÑA,Juan José ASENJO PELEGRINA,Juan Manuel RODRIGUEZ MUNIZ,Manuel BERMUDO PARRA,María del Carmen MORA RODRIGUEZ,Santiago GOMEZ SIERRA|
001012|385-SE/F|Sección Especial (Fundaciones)|FUNDACION DIOCESANA DE ENSEÑANZA VIRGEN DE LOS LLANOS||20130312|FUNDACIÓN||||ALCALDE CONANGLA, 29|ALBACETE|ALBACETE|2008|CASTILLA LA MANCHA|||CARIDAD NAVARRO JIMENEZ,ENRIQUE ENCABO CEBRIAN,JOSE SANCHEZ PEREZ,LUIS-ENRIQUE MARTINEZ GALERA,MARIA DE LOS ANGELES MARTINEZ GOMEZ,MARIA-JOSEFA COROMINAS FERNANDEZ,RAMON-GABRIEL SANCHEZ CALERO|
000242|87-SE/F|Sección Especial (Fundaciones)|FUNDACION DIOCESANA PARA LA DIFUSION DE LA CULTURA CATOLICA||19900912|FUNDACIÓN||||PLAZA DEL CARDENAL BELLUGA, 1|MURCIA|MURCIA|00000|MURCIA|||ANTONIO LEÓN LEÓN,Fernando VALERA SANCHEZ,JUAN TUDELA GARCÍA,José CARRASCO PELLICER,José SANCHEZ FERNANDEZ,TOMÁS CASCALES COBACHO|
000730|264-SE/F|Sección Especial (Fundaciones)|FUNDACION DIOCESANA SAN JOSE OBRERO||20041022|FUNDACIÓN||||PUERTAS DE MURCIA, 78|ORIHUELA|ALICANTE|00000|COMUNIDAD VALENCIANA|||JESUS MURGUI SORIANO,JOSE LUIS UBEDA SIERRAS,VICENTE MARTINEZ AGULLO|
000916|344-SE/F|Sección Especial (Fundaciones)|FUNDACION DIVINA MISERICORDIA||20110606|FUNDACIÓN||||AVDA. DE LOS RECTORES, S/N. URB. LOS RECTORES|ESPINARDO|MURCIA|30100|MURCIA|||Jose  CARRASCO PELLICER|
000374|135-SE/F|Sección Especial (Fundaciones)|FUNDACION DON LUIS CARRAMOLINO||19950725|FUNDACIÓN||||ARCO DE PALACIO, 3|TOLEDO|TOLEDO|00000|CASTILLA LA MANCHA|||MARCELO GONZALEZ MARTIN|
000547|197-SE/F|Sección Especial (Fundaciones)|FUNDACION DON MANUEL GIL SANCHEZ  Y DOÑA EULALIA FERNANDEZ MINGO||20000413|FUNDACIÓN||||ERMITA DEL CRISTO, S/N            (ERMITA DEL SANTISIMO CRISTO DEL HUMILLADERO)|COLMENAR DE OREJA|MADRID|00000|MADRID|||ANTONIO GARCIA FERNANDEZ,JOSE ANTONIO LERIN SALCEDA,VENTURA FUENTES CORCOBADO|
000788|287-SE/F|Sección Especial (Fundaciones)|FUNDACION DOÑA LUISA GOMEZ-TORTOSA||20060720|FUNDACIÓN||||PLAZA DE LA MONTAÑETA, 7|ALICANTE|ALICANTE|00000|COMUNIDAD VALENCIANA|||RAFAEL PALMERO RAMOS|
000834|307-SE/F|Sección Especial (Fundaciones)|FUNDACION DOÑA MERCEDES||20080331|FUNDACIÓN||||SANCHO IV EL BRAVO, S/N.|TARIFA|CÁDIZ|00000|ANDALUCIA|||AGUSTIN BORRELL GARCIA,GUILLERMO PLA OTAÑEZ,MANUEL DELICADO MONTESINOS|
000750|272-SE/F|Sección Especial (Fundaciones)|FUNDACION ECLESIASTICA VIRGEN DEL ROCIO||20050722|FUNDACIÓN||||NIEBLA, 21|ALMONTE|HUELVA|00000|ANDALUCIA|||Francisco Jesús MARTIN SIRGO,Juan Ignacio REALES ESPINA,Maria-Rocio  PADILLA DIAZ DE LA SERNA,María Concepción ROMAN CARMONA,Nieves LEAL VILLACAÑAS|
000596|214-SE/F|Sección Especial (Fundaciones)|FUNDACION EDUCACION MARIANISTA DOMINGO LAZARO||20010723|FUNDACIÓN||||PORTAL DE BELEN, 1,|MADRID|MADRID|00000|MADRID|||Beatriz BALIUS PALLARES,Carlos María DIAZ CHOMON,Clara GARCIA ARCE,Enrique AGUILERA LLOVET,Francisco José CALANCHA RAMET,Hugo DIEGO AKAITURRI,Jesús Angel VIGUERA LLORENTE,José María FELICES GRASSA,María Elena MARTIN ORTEGA,María Teresa ORTIZ VELEZ,María de los Reyes ARAGON VICENTE,Miguel Angel CORTES SORIANO|
001010|384-SE/F|Sección Especial (Fundaciones)|FUNDACION EDUCATIVA ACI||20130226|FUNDACIÓN||||SAN AGUSTIN, 11|MADRID|MADRID|28014|MADRID|||Alfonso GARCIA-CARO LOPEZ,Inmaculada Sofia ROMERO RODRIGUEZ,Josefina MARTINEZ GARCIA,Margarita RIVERA BEIVIDE,María Eugenia FERNANDEZ-VILLARAN ARA,Paula DELGADO RODRIGUEZ,Rosario SANCHEZ RUIZ|
022658||Sección Especial (Fundaciones)|FUNDACION EDUCATIVA DEL SUR SANTO TOMAS DE AQUIINO||20150929|FUNDACIÓN||||Faustino Alvarez, 23-25|SEVILLA|SEVILLA||ANDALUCIA|||IVAN HODAR GONZALEZ|
000968|367-SE/F|Sección Especial (Fundaciones)|FUNDACION EDUCATIVA ESCOLAPIAS||20120801|FUNDACIÓN||||ARZOBISPO MORCILLO, 29|ZARAGOZA|ZARAGOZA|00000|ARAGÓN|||GABASA CABELLO MARIA PILAR,JESUS MANUEL EZPELETA TARIN,JOSE ANGEL VILLAVERDE CABEZUDO,JOSE ANTONIO ARMILLAS VICENTE,MAGDALENA AUBA ESTREMERA,MARIA DIVINA GARCIA-CALZADA,MARIA MAGDALENA SORIANO BARES|
001008|383-SE/F|Sección Especial (Fundaciones)|FUNDACION EDUCATIVA FRANCISCANAS DE MONTPELLIER||20130226|FUNDACIÓN||||TORRELAGUNA, 61, 1º PUERTA E|MADRID|MADRID|00000|MADRID|||AUGUSTO IBAÑEZ PEREZ,Esther PUENTE PORTUGAL,GUILLERMO MARTINEZ GIMENO,Jose Luis ATIENZA RUIZ,MARIA CONCEPCION LAREDO GONZALEZ,MARIA DE LAS NIEVES ELCANO ALFARO,MARIA ESTHER ACEÑA GARCIA,MARIA MERCEDES BALLESTERO AZNAR,Mª. Angeles MANJARRES GIL|
000756|274-SE/F|Sección Especial (Fundaciones)|FUNDACION EDUCATIVA LA MERCED||20050902|FUNDACIÓN||||DOCTOR ALCAY, 6, 2º D|ZARAGOZA|ZARAGOZA|00000|ARAGÓN|||ANTONIA TORRES LARIOS,CARMEN SAMANES ARA,FRANCISCO CASES i CASAS,JACOBUS GOOIJER,MAGI CENDROS MAJO,MARIA CONSUELO ARRENDONDO DIEZ,MONTSERRAT DOMENECH PRADELL,MONTSERRAT MARGENAT GAMBUS,María Luisa CARRION BASARAN|
022954||Sección Especial (Fundaciones)|FUNDACION EDUCATIVA PADRE OSSO DE OVIEDO||20160406|FUNDACIÓN||||Prado Picón, s/n|Oviedo|ASTURIAS|33008|ASTURIAS|mcotarelo@facultadpadrerosso.es||Alejandro MARTINEZ SANCHEZ,Antonio I. CUETO RODRIGUEZ,Jesús SANZ MONTES,Samuel  BORRAS CERNUDA|
000463|167-SE/F|Sección Especial (Fundaciones)|FUNDACION EL BUEN SAMARITANO||19981123|FUNDACIÓN||||MATILDE HERNANDEZ, 97-99|MADRID|MADRID|28025|MADRID|||Benigno Pedro SANTIÑO CALLEJA,Carlos OSORO SIERRA,David LOPEZ ROYO,Eduardo Javier POMARES FUERTES,Francisco CORONADO GRANADO,Jorge Cristobal AVILA MEJIA,José Luis MENDEZ JIMENEZ|
000867|322-SE/F|Sección Especial (Fundaciones)|FUNDACION EMAUS (UPSA SALAMANCA)||20090728|FUNDACIÓN||||COMPAÑÍA, 5|SALAMANCA|SALAMANCA|00000|CASTILLA LEON|||MARCELIANO ARRANZ RODRIGO|
000745|270-SE/F|Sección Especial (Fundaciones)|FUNDACION ENFERMERAS MARTIRES DE ASTORGA||20050623|FUNDACIÓN||||SANTIAGO, 2|ASTORGA|LEON|00000|CASTILLA LEON|||MANUEL GULLON Y DE OÑATE|
000064|22-SE/F|Sección Especial (Fundaciones)|FUNDACION ENRIQUE ANTON-CONSUELO JIMENEZ||19870126|FUNDACIÓN||||PASEO DE COLON, CHALET 46|SANTIAGO DE LA RIBERA|MURCIA|00000|MURCIA|||FRANCISCO TOMAS MOMPO|
000465|168-SE/F|Sección Especial (Fundaciones)|FUNDACION ENRIQUE BLANQUER HUIDOBRO||19981201|FUNDACIÓN||||BAILEN, 8|MADRID|MADRID|28013|MADRID|||Andrés GARCIA DE LA CUERDA,Carlos OSORO SIERRA,Fernando Antonio MARTINEZ GARCIA,Jesús VIDAL CHAMORRO,Manuel GONZALEZ LOPEZ-CORPS|
000825|303-SE/F|Sección Especial (Fundaciones)|FUNDACION ESCOLANIA NUESTRA SEÑORA DE LOS DESAMPARADOS||20071123|FUNDACIÓN||||PALAU, 2|VALENCIA|VALENCIA|46003|COMUNIDAD VALENCIANA|||Antonio SALES TRIGUERO,Antonio CORBI COPOVI,David Bartolomé CUENCA MANTECA,Esteban ESCUDERO TORRES,Jaime SANCHO ANDREU,Jaoquin SAPENA DAVO,José Francisco CASTELLO COLOMER,Rafael Miguel CERDA CAPUZ|
000973|369-SE/F|Sección Especial (Fundaciones)|FUNDACION ESCOLAPIAS MONTAL||20120801|FUNDACIÓN||||PLAZA SANTA PAULA MONTAL, 3|MADRID|MADRID|00000|MADRID|||JESUS-FRANCISCO FERNANDEZ DIEZ,JOSE-LUIS ARCHILLA MARTIN,MARIA AMELIA VIDAL MUÑOZ,MARIA DEL PILAR BERENGENA ROMERO,MARIA DIVINA GARCIA-CALZADA,Mª. Angeles ADAME MARIN,PEDRO JOSE GOMEZ SERRANO|
000964|365-SE/F|Sección Especial (Fundaciones)|FUNDACION ESCUELA VIVA||20120725|FUNDACIÓN||||CLARIANO,12, 1º|VALENCIA|VALENCIA|00000|COMUNIDAD VALENCIANA|||Antonio ZARAGOZA ESPINOSA,Antonio Manuel ORTIZ MILLAN,David ARANDA RILLO,Dolores LORA-VILLAR LEONES,Julio Antonio LONGARES LAFUENTE,LUIS JESUS CHOCARRO MARTIN,Manuela NIETO GOMEZ,María Luz MARIN GIL,María del Perpetuo Socorro MORALES PERTUSA,VICENTA RODRIGUEZ ARROYO|
000312|112-SE/F|Sección Especial (Fundaciones)|FUNDACION FAMILIA DE NAZARET PARA LA EVANGELIZACION ITINERANTE||19930324|FUNDACIÓN||||BLASCO DE GARAY, 8|MADRID|MADRID|00000|MADRID|||JOSE MARIA MARTIN SANCHEZ,LUIS RIVAS CONDE,LUIS DE PABLO REDONDO,MANUEL ATIENZA AILLON,RAFAEL TOMAS GOMEZ DE SALAZAR|
000923|347-SE/F|Sección Especial (Fundaciones)|FUNDACION FAMILIA Y EDUCACION||20110627|FUNDACIÓN||||Marco Oliver, 5|ALICANTE|ALICANTE|03009|COMUNIDAD VALENCIANA|||Elena Bermúdez Ochoa,Jesus MURGUI SORIANO,Jose Luis UBEDA SIERRAS,Juan GIL MELGAREJO,Miguel A. Cerezo Saura,Santiago VILLUENDAS SOLSONA|
000024|7-SE/F|Sección Especial (Fundaciones)|FUNDACION FERNANDO III EL SANTO||19860113|FUNDACIÓN||||NUNCIO, 13|MADRID|MADRID|00000|MADRID|||JUAN LUIS ACEBAL LUJAN|
001014|386-SE/F|Sección Especial (Fundaciones)|FUNDACION FORO SAN BENITO DE EUROPA||20130402|FUNDACIÓN||||COLUMELA, 4, PISO 2º  DERECHA|MADRID|MADRID|28001|MADRID|||DANIEL ENRIQUE MEDINA,JUAN MARIA LOSADA TABERNERO,LUCAS MARIA ORIOL LOPEZ-MONTENEGRO|
000509|185-SE/F|Sección Especial (Fundaciones)|FUNDACION FRANCISCO  SUAREZ||19990615|FUNDACIÓN||||GRAN VIA, 30|GRANADA|GRANADA|18010|ANDALUCIA|||Emilio VEZA IGLESIAS,Fernando MOTAS PEREZ,Javier Gonzalo CASTILLO RODRIGUEZ,José YRUELA GUERRERO,José María MARGENAT PERALTA,Juan Antonio SENENT DE FRUTOS,Llorenç PUIG PUIG,Manuel Delgado Delgado,Pablo RUIZ LOZANO,Rafael PORRAS DEL CORRAL,Raul GONZALEZ FABRE|
023349||Sección Especial (Fundaciones)|FUNDACION FRANCISCO DE ASIS PARA EL FOMENTO DE LA TRADICION BELENISTICA||20170428|FUNDACIÓN||||FERMIN LASUEN, 4|VITORIA-GASTEIZ|ÁLAVA|01013|PAIS VASCO|||Enrique  ARANA CAÑEDO-ARGUELLES,Josu SANCHEZ ALVAREZ,Juan Antonio RUIZ DE GAUNA BARRUETA,LUIS MARIA SANCHEZ IÑIGO,Susana ARECHAGA ALEGRIA|
000823|302-SE/F|Sección Especial (Fundaciones)|FUNDACION FRANCISCO LLORENS||20070912|FUNDACIÓN||||GENERAL LLORENS, 10|ALDEA DEL CANO|CÁCERES|00000|EXTREMADURA|||CEFERINO MARTIN CALVARRO|
000796|290-SE/F|Sección Especial (Fundaciones)|FUNDACION FRANSOL||20060720|FUNDACIÓN||||PLAZA VIRGEN DEL ROMERO, 5, 1º A|MADRID|MADRID|00000|MADRID|||MACRINA GUTIERREZ DEL VAL|
022200||Sección Especial (Fundaciones)|FUNDACION FRATERNIDADE||20141002|FUNDACIÓN||||PLAZA DE SANTA MARIA, 1|LUGO|LUGO|27001|GALICIA|||DAVID VARELA VAZQUEZ,JOSE LUIS  GONZALEZ REGUEIRO,JOSE MARIO VAZQUEZ CARBALLO,MIGUEL ANGEL GOMEZ VAZQUEZ,MIGUEL ANGEL ALVAREZ PEREZ|
000318|114-SE/F|Sección Especial (Fundaciones)|FUNDACION GOMEZ MATARIN||19930416|FUNDACIÓN||||PARAJE DE TICES.S/N       (SANTUARIO DE TICES)|OHANES|ALMERÍA|00000|ANDALUCIA|||ADOLFO GONZALEZ MONTES,AMADEO LORENZO PORTERO,ANGEL GONZALEZ ORTEGA,CAYETANO SIERRA GALINDO,FRANCISCO GABRIEL GONZALEZ PARRON,JOSE JUAN ALARCON RUIZ,JUAN JOSE AMADOR CASTRO,PEDRO QUIRANTES PEREZ|
000921|346-SE/F|Sección Especial (Fundaciones)|FUNDACION HERMANAS CLIMENT FRANCES||20110627|FUNDACIÓN||||PLAZA DE LA IGLESIA, 2|LA POBLA DEL DUC|VALENCIA|00000|COMUNIDAD VALENCIANA|||ANTONIO CAÑIZARES LLOVERA,Herminia Climent Francés,María Climent Francés,Pablo BOHIGUES GINER,Ricardo Gosalbo Bono,Álvaro Almenar Picallo|
000883|329-SE/F|Sección Especial (Fundaciones)|FUNDACION HOGAR DE NAZARET DE CARITAS INTERPARROQUIAL||20100315|FUNDACIÓN||||SEVERO OCHOA, S/N|PLASENCIA|CÁCERES|00000|EXTREMADURA|||FELIPE GARCIA MATEOS,FELIX MACIAS MATEOS,FRANCISCO SIMON PANIAGUA,PABLO VICENTE VICENTE|
000176|62-SE/F|Sección Especial (Fundaciones)|FUNDACION HOGAR DE SAN JOSE||19891124|FUNDACIÓN||||GLORIETA MARTINEZ DE LA ROSA, 6|ZUBIA|GRANADA|00000|ANDALUCIA|||Alberto Espinar Lara,Ana Isabel CORTES RUIZ,Francisco Javier Martínez Fernández,Jose Alberto FERNANDEZ PEREZ,Miguel Angel MORELL PARERA,Miguel Ángel Martín Pérez,Mª del Carmen Tuset Castellano|
000721|260-SE/F|Sección Especial (Fundaciones)|FUNDACION HOGAR MADRE ESPERANZA||20040721|FUNDACIÓN||||CARRETERA DE HUESCA N-240, KM. 4|HUESCA|HUESCA|00000|ARAGÓN||||
001016|387-SE/F|Sección Especial (Fundaciones)|FUNDACION HOGAR SAN JUAN||20130402|FUNDACIÓN||||PLAZA DEL ARROYO, 50|JEREZ DE LA FRONTERA|CÁDIZ|00000|ANDALUCIA|||DIEGO MORENO BARBA,FEDERICO MANTARAS RUIZ-BERDEJO,JOSE MAZUELOS PEREZ,JUAN CARLOS DURAN HOLGUERA|
000234|84-SE/F|Sección Especial (Fundaciones)|FUNDACION HOMBRE LIBRE||19900903|FUNDACIÓN||||OBLATES, 23|PALMA DE MALLORCA|BALEARES|00000|BALEARES|||ANTONI VERA DIAZ,BARTOMEU CATALA BARCELO,BARTOMEU PONT PARERA,FERNANDO MULET AGUERA,JAVIER SITJAR CASARES,JESUS MURGUI SORIANO,JESUS MULLOR ROMAN,JOAQUIN FORTUNY SALAS,JUAN SERVERA TERRASSA,LLUC RIERA COLL,MARGARITA BUADES FELIU,VICENC THOMAS MULET|
000086|30-SE/F|Sección Especial (Fundaciones)|FUNDACION HOSPITAL DE SANT PERE CLAVER||19870407|FUNDACIÓN||||VILA VILÁ,16|BARCELONA|BARCELONA|00000|CATALUÑA|||Alfred Moreno Miquel,Carlos Gutiérrez Pardo,Francesc Pérez Sarrado,Germá Quim Erra I Mas,Jordi Romeu I Barrera,Juan Carrera Carrera,PERE BENITO RUIZ,Pepa Picas Centellas,Rafael Sevilla Valencia|
000848|314-SE/F|Sección Especial (Fundaciones)|FUNDACION IGLESIA COLEGIAL DEL DIVINO SALVADOR||20081028|FUNDACIÓN||||PLAZA DEL SALVADOR, 3|SEVILLA|SEVILLA|00000|ANDALUCIA|||CARLOS LOPEZ BRAVO,CARMEN GARCIA VAZQUEZ,EUGENIO HERNANDEZ MARTINEZ,JUAN JOSE ASENJO PELEGRINA,REYES MUÑIZ GRIJALVO,TEODORO LEON MUÑOZ,VERONICA QUIROS GALVAN|
000294|106-SE/F|Sección Especial (Fundaciones)|FUNDACION IGLESIA EN ANDALUCIA||19920727|FUNDACIÓN||||AMADOR DE LOS RIOS, 1|CÓRDOBA|CÓRDOBA|00000|ANDALUCIA|||JOSE ANTONIO INFANTES FLORIDO|
000337|122-SE/F|Sección Especial (Fundaciones)|FUNDACION INFANTA MARIA LUISA||19930930|FUNDACIÓN||||PLAZA DE LA VIRGEN DE LOS REYES, S/N|SEVILLA|SEVILLA|00000|ANDALUCIA|||ALBERTO BENITO PEREGRINA,ANTERO PASCUAL RODRIGUEZ,FRANCISCO JAVIER LASARTE ALVAREZ,GERARDA DE ORLEANS Y BORBON Y PARODI-DELFINO,ISACIO SIGUERO MUÑOZ,JESUS JIMENEZ LOPEZ,JUAN JOSE ASENJO PELEGRINA,MARIA FERNANDEZ-SHAW SANCHEZ MIRA,SANTIAGO GOMEZ SIERRA|
